0 4 2.30e+01, 2.90e-01, 3.00e+00, r integrated from 0 to 30.000000 

nf=5	N_CHEB=48	N_DATA=181.

    5.466e+03 (30.706), in 6.5e-01 sec
213 4 2.84e+01, 2.35e-01, 2.66e-01,     2.934e+02 (1.648), in 3.2e-02 sec
214 4 2.84e+01, 2.35e-01, 2.66e-01,     2.934e+02 (1.648), in 3.2e-02 sec
215 4 2.84e+01, 2.35e-01, 2.66e-01,     2.934e+02 (1.648), in 3.2e-02 sec
216 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 3.2e-02 sec
217 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 3.2e-02 sec
218 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 3.2e-02 sec
219 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 3.1e-02 sec
220 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 3.2e-02 sec
221 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 3.2e-02 sec
222 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 3.2e-02 sec
223 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 3.2e-02 sec
224 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 3.2e-02 sec
225 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 3.2e-02 sec
226 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 3.1e-02 sec
227 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 3.3e-02 sec
228 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 3.2e-02 sec
229 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 3.2e-02 sec
230 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 3.1e-02 sec
231 4 2.85e+01, 2.35e-01, 2.65e-01, r integrated from 0 to 30.000000 

nf=5	N_CHEB=96	N_DATA=181.

    2.934e+02 (1.648), in 1.3e+00 sec
232 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.3e-01 sec
233 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
234 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
235 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.3e-01 sec
236 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.3e-01 sec
237 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
238 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
239 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
240 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
241 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
242 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
243 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
244 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
245 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
246 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
247 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
248 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
249 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
250 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
251 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
252 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
253 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.3e-01 sec
254 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
255 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
256 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.3e-01 sec
257 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
258 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.3e-01 sec
259 4 2.85e+01, 2.35e-01, 2.65e-01,     2.934e+02 (1.648), in 1.2e-01 sec
