0 4 2.30e+01, 2.90e-01, 3.00e+00, r integrated from 0 to 30.000000 

nf=5	N_CHEB=48	N_DATA=387.

    7.959e+04 (207.255), in 2.9e+00 sec
135 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
136 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
137 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
138 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
139 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
140 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
141 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
142 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
143 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
144 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
145 3 1.91e+01, 3.22e-01, 2.58e+00,  fcn diff= -3.7760947e-07


Correlation:
0.9903  0.9073  0.9931  

2.2759e-02	-1.5097e-04	-1.4041e-02	

-1.5097e-04	2.1132e-06	1.0960e-04	

-1.4041e-02	1.0960e-04	9.0294e-03	

